id,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin,target
320232,0,1,2,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.5,0.5,1.286468033,11,1,0,0,1,10,1,1,2,1,83,2,0.424264069,0.885092328,0.342052628,2.828427125,0.8,0.8,0.5,3,1,9,2,10,3,9,4,4,4,6,0,0,1,1,0,0,1
320324,5,4,10,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.8,0.7,0.989633771,11,0,1,0,1,10,1,1,2,1,28,3,0.374165739,0.774836693,0.328633535,2.828427125,0.9,0.7,0.4,4,2,10,2,8,3,8,4,2,4,2,0,1,0,1,0,0,1
320592,0,1,7,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,1.5,1.258967831,11,1,0,0,1,14,1,1,2,1,68,3,0.4,0.941139629,0.344383507,3.464101615,0.3,0.3,0.3,4,3,8,4,9,3,7,3,0,4,6,0,1,0,0,0,1,1
320658,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,0.4,0.795691523,11,1,1,0,1,1,1,1,2,1,74,3,0.424264069,0.732312086,0.320156212,3.16227766,0.8,0.9,0.2,4,2,7,3,11,1,11,11,0,2,11,0,1,0,0,1,0,1
320700,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.3,0.739087275,11,1,1,2,1,11,1,1,2,1,14,0,0.374165739,0.686514132,0.334065862,3,0.3,0.7,0.2,4,3,7,7,11,4,8,4,1,0,6,1,1,1,0,0,0,1
320967,0,1,2,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0.5,0.3,0.547151716,8,1,0,0,0,0,1,1,0,1,62,3,0.4,0.720923994,0.32,2.236067978,0.5,0.4,0.8,3,1,6,3,7,1,10,7,2,4,8,0,1,0,0,1,1,1
321868,5,1,6,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,0.7,1.173935688,11,0,1,0,1,10,1,1,2,1,55,2,0.424264069,1.187129673,0.358608422,3.464101615,0.9,0.9,0.5,3,1,8,3,7,4,5,4,0,3,7,0,0,0,0,0,0,1
321881,2,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0.2,0.524404424,8,1,1,0,0,1,0,0,1,1,104,3,0.424264069,1.101651653,0.366060104,3.741657387,0.9,0.7,0.8,3,0,7,1,10,2,13,5,2,2,6,0,1,1,0,0,0,1
322077,0,1,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.675925292,7,0,0,9,0,9,1,1,1,1,104,3,0.447213595,1.303824635,0.396988665,3.464101615,0.7,0.1,0.7,3,3,8,3,10,2,7,5,0,7,4,0,1,1,0,0,0,1
322145,6,1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.6,1.1,1.640693451,7,0,1,8,0,13,1,0,2,1,104,3,0.447213595,1.476332988,0.379473319,3.741657387,0.8,0.1,0.8,4,2,7,3,11,4,11,5,1,5,9,1,1,0,1,0,0,1
322410,6,3,7,0,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0.9,1.3,1.711906832,11,1,1,0,1,4,1,1,2,1,12,3,0.4,0.777764332,0.324807635,3.464101615,0.1,0.1,0.9,3,1,9,2,10,3,7,3,1,3,7,1,0,0,0,1,0,1
322460,5,1,7,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.8,1.1,1.13137085,5,1,1,0,1,11,1,1,2,1,104,2,0.446989933,0.431842105,0.335410197,0,0.4,0.2,0.9,3,1,8,1,10,2,13,5,1,2,7,0,1,0,0,1,0,1
322661,1,1,6,1,6,0,1,0,0,0,0,0,0,0,11,0,1,0,0.7,1.2,1.334634782,11,1,1,0,0,11,1,1,2,1,36,3,0.374165739,0.841167037,0.319061123,3.605551276,0.6,0.9,0.3,1,2,8,3,10,3,4,7,1,7,8,0,1,0,0,0,0,1
322699,0,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,1.223723825,11,1,1,0,1,4,1,0,2,1,12,3,0.4,0.883678918,0.324807635,3.741657387,0.6,0.7,0.9,3,0,7,2,12,1,14,7,0,3,8,0,1,0,0,0,0,1
322841,3,1,7,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.8,0.5,0.75124896,11,1,1,0,0,15,1,1,2,1,63,2,0.387298335,0.899012314,0.319374389,3.605551276,0.2,0,0.5,1,2,9,5,8,3,8,4,1,3,4,0,1,1,0,1,0,1
322883,0,1,6,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0.5,0.2,0.553962995,11,1,1,8,0,11,1,0,2,1,71,2,0.489897949,1.234669628,0.412553027,3.605551276,0.1,0.7,0.5,2,2,6,5,10,4,7,8,0,4,5,0,1,0,0,1,0,1
323239,0,1,4,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,1.3,1.197393002,11,1,0,2,0,11,1,1,0,1,94,0,0.374165739,0.78755821,0.330454233,3.605551276,0.5,0.7,0.3,3,1,8,3,10,3,12,3,1,2,7,0,1,1,0,1,1,1
323666,0,1,5,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.8,2.023147301,11,1,1,0,1,4,1,0,2,1,12,3,0.4,0.908863608,0.324807635,3.605551276,0.3,0.3,0,2,3,8,6,11,1,9,2,2,3,5,0,1,0,0,0,1,1
323755,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.5,0.2,0.553962995,11,1,1,0,0,14,1,0,2,1,82,3,0.316227766,0.735493313,0.329241553,3.741657387,0.1,0.2,0.3,1,1,4,4,11,1,10,5,2,2,7,0,0,1,0,1,0,1
324171,2,1,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,1.6,1.905911855,11,0,1,1,1,0,1,1,2,1,104,2,0.565685425,1.153963705,0.402740611,2.828427125,0.8,0.8,0.1,3,3,7,5,11,3,8,4,0,2,9,1,1,1,1,1,0,1
324207,1,1,5,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.3,0,1.4,11,1,1,0,1,11,1,1,2,1,99,2,0.316227766,0.559866424,0.303315018,2.236067978,0.9,0.5,0.6,2,2,9,2,8,3,6,4,2,3,7,0,1,0,0,1,1,1
324773,7,1,7,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.4,0,1.057414299,5,1,0,2,1,0,1,1,1,1,104,0,0.4,0.596078785,0.313528308,1.732050808,0.1,0.1,0.7,2,0,7,5,11,4,7,8,1,2,15,0,0,0,0,0,0,1
324860,5,1,11,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.6,0.9,1.564249021,11,1,1,0,1,14,1,1,2,1,42,2,0.4,0.762309453,0.33763886,3.31662479,0.2,0.6,0.4,3,2,7,1,10,1,7,4,1,4,5,0,1,1,0,0,0,1
325305,1,1,6,1,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0.7,1.4,1.636115827,11,0,0,9,1,9,1,1,2,1,104,3,0.6164414,1.477952571,0.417133072,3.31662479,0,0.4,0.7,3,2,9,4,8,2,9,3,0,3,11,0,0,0,0,0,1,1
325426,3,1,6,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.4,0,1.151086443,9,0,1,9,0,9,1,0,2,1,104,3,0.447213595,1.448852496,0.387298335,3.741657387,0.5,0.8,0,2,4,7,3,10,1,9,3,0,5,9,0,0,1,1,1,0,1
325432,0,1,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.1,0.44229515,7,1,1,0,0,11,1,0,2,1,11,2,0.316227766,0.760518527,0.303315018,3.741657387,0.1,0.7,0.5,2,3,7,4,10,1,5,3,0,4,5,0,1,1,0,1,0,1
325459,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.8,0.3,0.556776436,7,1,0,2,0,11,0,1,2,1,104,0,0.374165739,0.710706202,0.336154726,3.16227766,0.5,0.8,0,3,1,10,1,8,1,6,8,2,2,10,0,1,1,0,0,0,1
325835,3,1,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.6,1.26589889,7,1,1,0,0,0,1,1,2,1,22,3,0.316227766,0.821461231,0.310322413,3.605551276,0.6,0.7,0.5,2,0,6,1,11,1,6,9,0,2,12,1,1,0,0,0,0,1
325998,1,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0.9,1.172070817,11,1,1,0,0,11,1,1,2,1,11,2,0.316227766,0.687356296,0.303315018,3.464101615,0.3,0.5,0,2,4,7,3,11,1,10,6,3,4,8,0,1,1,0,0,0,1
326206,0,1,9,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.3,0.612372436,7,1,0,0,0,1,1,1,2,1,10,2,0.316227766,0.717159802,0.324807635,3.16227766,0.7,0.7,0.3,2,1,9,2,9,3,4,3,0,1,10,0,1,0,0,1,1,1
326222,0,1,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.3,0.653356717,7,1,1,0,1,4,1,0,2,1,48,3,0.316227766,0.732932523,0.29664794,3.31662479,0.5,0,0.1,0,1,5,3,9,1,4,2,1,5,7,0,0,0,0,0,1,1
326262,5,3,6,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.4,0.2,0.463006479,9,0,0,0,0,10,1,1,2,1,28,3,0.374165739,0.938281355,0.333616546,3.31662479,0.6,0.8,0.3,3,1,6,1,10,3,10,6,1,0,4,1,0,1,0,1,0,1
326421,0,1,8,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0,0.4,0,0.572821962,11,0,1,0,1,15,1,0,1,1,5,2,0.424264069,1.160275687,0.325576412,3.741657387,0.3,0.4,0.6,2,2,8,2,8,2,10,3,0,1,6,0,1,0,0,0,0,1
326582,3,1,7,0,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,1,1.261695288,9,1,0,2,0,0,0,1,1,1,100,0,0.4,0.898564052,0.321714159,3.464101615,0.9,0.2,0.6,4,2,8,3,7,2,10,6,2,5,9,0,1,0,0,0,0,1
326711,7,1,7,0,1,0,0,1,0,0,0,0,0,0,8,0,1,0,0.4,0.4,1.255487953,11,1,1,0,1,0,1,1,2,1,87,3,0.316227766,0.716064341,0.294448637,3.16227766,0.3,0.6,0.6,2,2,7,4,10,5,6,4,0,6,10,0,1,0,0,0,0,1
327073,1,1,1,1,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0.7,1,1.190063024,1,1,0,9,1,15,1,1,1,1,41,2,0.5,1.233234677,0.423083916,3.16227766,0.5,0,0.1,0,1,8,3,5,3,10,9,0,3,11,0,1,0,0,0,0,1
327135,4,1,2,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.6,0.7,1.539886359,11,0,1,9,0,17,1,1,2,1,104,3,0.447213595,1.26580912,0.374833296,3.31662479,0.3,0.1,0.6,1,2,6,3,8,5,5,6,2,5,7,0,0,1,1,1,0,1
327722,0,1,8,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.3,0,1.610512341,11,1,1,0,0,4,1,0,2,1,84,3,0.316227766,0.838645602,0.320156212,3.741657387,0.5,0.4,0.7,2,2,8,3,9,2,9,6,2,2,6,1,1,1,0,0,0,1
327952,0,1,5,0,6,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,1.5,1.521923126,7,1,1,0,0,14,1,0,2,1,29,3,0.4,1.039229888,0.341174442,3.605551276,0.9,0.1,0.2,3,4,7,6,8,1,7,4,2,3,7,0,0,1,0,0,0,1
328310,0,4,8,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,1.3,1.476693943,9,1,1,0,0,0,1,1,2,1,88,3,0.4,0.822287678,0.328937684,3.31662479,0.8,0.5,0.9,1,2,9,2,9,0,11,7,1,2,6,0,1,0,1,0,0,1
328445,0,1,6,0,3,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.3,0.641287767,7,1,0,0,1,1,1,1,2,1,64,3,0.316227766,0.658463651,0.301662063,3.16227766,0.8,0,0.3,4,4,7,1,9,2,13,3,3,3,2,1,1,0,0,0,0,1
328769,4,1,3,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.7,0.9,1.732591989,11,1,0,0,0,0,1,1,2,1,88,3,0.4,0.79559739,0.328937684,3.16227766,0.2,0.3,0.5,4,3,10,5,9,2,12,3,0,1,8,0,0,1,1,1,0,1
328804,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.8,1.538668255,7,1,0,0,0,1,1,1,2,1,70,3,0.374165739,0.77845471,0.339116499,3.16227766,0.8,0.5,0.1,2,0,9,3,9,2,10,9,0,3,6,0,1,0,0,0,0,1
328898,0,1,9,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.6,0.2,0.536190265,7,1,1,0,0,11,1,0,2,1,47,2,0.374165739,0.914235444,0.328481354,3.605551276,0.2,0.8,0.6,3,1,10,4,7,2,8,9,0,1,15,0,1,1,0,0,0,1
328928,0,2,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.4,0.676387463,3,1,0,0,0,6,1,1,2,1,27,3,0.4,0.695974256,0.320468407,3,0.9,0.1,0.4,2,2,9,7,8,3,8,6,0,2,4,0,1,0,1,0,1,1
329101,1,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9,1.3,0.9246621,1,0,1,0,0,10,0,1,2,1,89,2,0.387298335,1.03097683,0.336154726,3.605551276,0.6,0.3,0.8,1,1,8,1,9,2,7,8,0,2,8,0,0,0,1,0,0,1
329192,5,1,10,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.8,0.3,0.923309266,7,0,1,0,1,11,1,1,2,1,44,3,0.447213595,0.844451996,0.339116499,3.31662479,0.1,0.5,0.6,2,4,8,4,9,1,11,6,2,4,3,0,1,1,0,1,1,1
329779,2,2,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.9,1.1,1.498957971,11,1,1,0,0,1,1,1,2,1,65,3,0.316227766,0.535592666,0.288097206,2.449489743,0.4,0.7,0.6,2,2,7,1,9,2,8,10,3,3,5,0,1,1,0,0,1,1
330191,1,1,5,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0.3,0,1.356926675,11,0,1,1,1,3,1,1,2,1,104,2,0.447213595,1.037041246,0.366742416,3.605551276,0,0.3,0.6,2,2,4,5,9,4,7,2,0,5,7,0,1,1,0,1,0,1
330276,5,1,9,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,1.5,1.125277743,9,0,1,0,1,10,0,1,2,1,28,3,0.387298335,0.799845026,0.324037035,2.828427125,0,0.8,0.7,2,0,8,3,10,3,8,3,1,2,8,1,1,1,0,1,1,1
330482,1,1,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0.4,0,0.555652769,9,1,1,0,0,15,1,1,2,1,63,2,0.387298335,0.897344567,0.319374389,3.605551276,0.7,0,0.5,3,2,6,2,12,2,7,3,1,1,7,0,1,0,0,0,1,1
330834,0,1,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.5,0.1,0.549431524,7,1,1,0,0,1,1,0,2,1,51,2,0.4,0.941359137,0.436348485,3.741657387,0.5,0.5,0.8,2,2,8,3,10,3,10,3,1,7,7,0,0,1,0,0,0,1
330882,7,1,6,0,4,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,1.2,0.852936106,11,0,1,0,0,10,1,0,2,1,55,2,0.424264069,1.064282438,0.358608422,3.605551276,0.9,0,0.5,3,4,8,1,11,5,8,4,1,2,4,0,1,0,0,1,0,1
330981,1,1,2,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.4,0,0.688294995,4,1,0,0,1,14,1,1,0,1,60,1,0.316227766,0.623937113,0.307083051,3.16227766,0.3,0.5,0.6,2,3,6,2,9,4,11,6,3,2,8,0,1,1,0,0,0,1
331320,0,1,8,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.3,0,0.790964601,11,0,1,1,0,9,1,0,2,1,104,2,0.447213595,1.392000463,0.35,3.605551276,0.4,0.2,0.8,3,2,7,2,8,1,8,10,2,3,7,0,0,1,0,0,0,1
331677,0,3,2,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,0.2,0.659071316,11,1,1,0,0,14,1,0,2,1,82,3,0.316227766,0.760396265,0.329241553,3.605551276,0.5,0.5,0.3,2,1,10,0,10,1,9,6,1,4,8,0,0,0,0,0,0,1
331678,0,1,2,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.8,0.5,0.950657667,7,1,0,2,1,0,0,1,2,1,104,2,0.374165739,0.819292176,0.360138862,3.464101615,0.2,0.2,0.5,3,4,9,3,8,4,9,7,1,1,5,0,0,1,1,0,0,1
331939,1,1,7,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.656696277,11,1,0,0,1,4,1,1,3,1,104,2,0.316069613,0.570866385,0.304138127,2,0.1,0.6,0.7,3,1,7,1,9,4,8,4,1,2,1,0,1,1,1,0,1,1
332103,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.7,0.829533001,9,1,0,0,1,6,1,1,3,1,26,3,0.374165739,0.622411997,0.320468407,2.645751311,0.9,0.7,0.4,2,1,8,4,10,4,8,1,1,4,8,0,1,1,0,0,0,1
332316,0,1,8,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.8,0.4,1.288894876,11,1,1,0,0,4,1,0,2,1,48,3,0.316227766,0.76469083,0.301993377,3.741657387,0.9,0,0.5,4,3,9,3,7,4,10,1,3,3,7,0,1,1,0,1,1,1
332621,6,1,1,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.9,1.3,1.29059095,8,1,1,0,0,0,1,1,2,1,88,3,0.4,0.900780194,0.328937684,3.605551276,0.8,0.8,0.1,3,1,8,4,7,4,7,9,2,4,14,0,0,1,0,0,0,1
332672,5,1,4,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.7,0,0.387298335,7,1,1,0,1,10,1,0,2,1,89,2,0.387298335,0.997103242,0.334962685,3.605551276,0.7,0.2,0.6,2,3,7,3,9,1,5,9,0,4,8,0,0,0,0,0,0,1
332734,4,1,6,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.4,0,0.590021186,7,0,0,0,0,10,1,1,2,1,89,2,0.387298335,0.942159906,0.334962685,3.31662479,0.5,0.3,0.8,2,3,8,1,9,2,7,1,1,4,5,0,1,0,1,0,0,1
332987,0,1,1,0,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.349106001,7,1,0,0,0,11,1,1,2,1,103,1,0.316227766,0.551294495,0.288790582,2.449489743,0.8,0.3,0.1,2,2,8,2,9,3,12,6,0,2,9,0,0,1,1,0,0,1
333144,0,3,5,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.8,1.554630181,11,0,1,0,0,15,1,0,2,1,5,2,0.447213595,1.227129621,0.325576412,3.605551276,0.4,0.7,0.7,3,0,7,1,9,3,6,6,1,1,10,0,0,0,1,1,0,1
333509,0,1,5,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.660018939,7,1,1,0,1,1,1,0,2,1,40,2,0.374165739,0.859896208,0.324807635,3.605551276,0,0.7,0.7,3,2,8,4,11,1,10,8,2,3,8,0,0,1,0,1,1,1
333520,4,1,1,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.7,1.7,1.366565037,11,0,1,0,1,9,1,0,2,1,104,2,0.4,1.027594479,0.316227766,3.741657387,0.7,0,0.4,3,0,10,2,9,1,6,4,1,1,8,0,0,0,0,0,0,1
333601,1,1,2,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.7,0.2,0.707106781,11,1,1,0,0,1,1,1,2,1,10,2,0.316227766,0.737120823,0.324807635,3.31662479,0.3,0.1,0.4,3,2,8,3,7,5,12,6,1,1,13,0,1,1,0,1,0,1
333790,0,2,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,1.6,0.925,11,1,0,0,1,10,1,1,2,1,28,3,0.374165739,0.736756349,0.324807635,2.828427125,0.3,0.1,0.2,3,1,6,1,8,1,6,6,0,1,12,0,1,1,0,0,0,1
334205,0,2,1,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.3,0.602079729,11,1,0,0,0,14,0,1,0,1,60,1,0.316227766,0.61356902,0.307083051,3,0.6,0.5,0.3,4,3,6,3,9,4,8,3,6,1,10,0,1,1,0,0,0,1
334677,0,3,5,1,6,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1.294459347,11,1,1,0,0,9,1,1,2,1,21,3,0.316227766,0.821249929,0.313049517,3.605551276,0.2,0.9,0.3,2,1,9,2,10,2,8,3,2,7,10,0,1,1,0,1,0,1
334742,0,1,10,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0.9,0.4,0.694172169,7,0,0,0,1,15,1,1,2,1,5,2,0.4,0.787794285,0.4,2.645751311,0,0.6,0.5,2,2,6,5,6,4,9,7,2,2,11,0,0,1,1,0,0,1
335089,0,1,4,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.6,0.3,0.693271231,11,1,0,0,1,14,1,1,0,1,60,1,0.316227766,0.621116031,0.307083051,3.16227766,0.9,0,0.8,3,1,8,3,11,4,9,3,3,1,5,0,0,1,1,0,0,1
335355,5,1,9,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.9,1.3,1.708069085,11,0,1,0,1,10,1,1,1,1,83,2,0.424264069,0.901055396,0.342052628,2.645751311,0,0.5,0.6,1,3,6,2,8,2,8,4,1,3,5,0,1,1,1,0,0,1
335478,0,1,7,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.6,0.6,0.928372231,3,1,0,0,0,4,1,1,2,1,12,3,0.4,0.805148721,0.327871926,3.16227766,0.2,0.8,0.1,2,1,5,5,5,3,9,5,3,5,5,0,1,0,1,0,0,1
335517,5,2,4,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,0.9,0.543714079,5,0,1,0,1,6,1,1,2,1,104,3,0.447213595,1.065354091,0.364005495,3.605551276,0.2,0.8,0.5,1,3,8,4,8,3,7,6,4,2,6,0,1,0,1,0,0,1
335553,5,1,8,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,0.7,1.154339638,7,0,1,9,0,11,1,1,0,1,56,3,0.489897949,1.187547302,0.428369,3.31662479,0,0.9,0.5,3,2,7,2,12,3,4,4,0,3,5,1,1,0,1,1,0,1
335618,0,3,5,1,3,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,1.6,1.87633286,4,0,1,0,0,9,1,0,0,1,104,2,0.4,1.04725142,0.316227766,3.741657387,0.5,0.4,0.6,4,1,8,4,10,3,11,4,1,4,10,0,0,0,0,1,0,1
335706,1,1,8,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.4,1,0.9826622,5,1,0,0,0,0,1,1,2,1,87,3,0.316227766,0.726736308,0.294448637,3.31662479,0.7,0.9,0.9,3,2,9,1,10,3,10,5,0,2,8,0,1,1,0,0,0,1
336028,0,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,1.3,1.23034548,11,0,0,8,0,9,1,1,2,1,13,3,0.447213595,0.919508493,0.399124041,2.828427125,0.5,0.4,0.2,2,2,6,3,10,4,4,6,2,3,9,0,1,1,0,1,0,1
336055,0,4,8,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.9,0.9,1.211404144,11,0,0,1,1,5,1,1,1,1,104,2,0.424264069,1.456561103,0.386652299,3.464101615,0.4,0.5,0,3,1,10,4,9,2,16,6,0,1,8,0,1,0,0,0,0,1
336108,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4,0,0.597913037,9,1,1,0,0,11,0,1,2,1,67,2,0.374165739,0.786505505,0.300832179,3.464101615,0.7,0.6,0.2,4,2,7,4,7,2,6,5,1,5,8,0,1,0,1,1,0,1
336283,2,1,6,1,4,0,1,0,0,0,0,0,0,0,9,0,1,0,0.9,1.7,1.811249569,11,0,1,0,0,10,1,0,2,1,55,2,0.447213595,1.290188659,0.36138622,3.741657387,0.2,0.3,0.8,0,3,8,2,9,3,9,7,1,1,6,0,0,0,0,1,0,1
337024,1,2,3,1,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0.2,0.524404424,9,0,0,0,0,10,0,1,2,1,28,3,0.374165739,0.691223015,0.328633535,2.236067978,0.3,0.6,0.1,1,3,6,2,9,4,7,7,1,4,7,1,1,1,0,0,0,1
337205,3,2,1,1,4,0,1,0,0,0,0,0,0,0,8,0,1,0,0.9,0.8,1.41818546,9,1,1,0,0,0,1,1,1,1,78,3,0.4,0.889365546,0.328785645,3.605551276,0.9,0.1,0.2,4,3,9,1,9,3,8,7,0,2,7,0,1,0,1,1,0,1
337565,2,4,11,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.3,0.873927915,7,1,0,0,0,10,1,1,2,1,83,2,0.399374511,0.546211596,0.34278273,0,0,0.7,0.6,3,3,7,3,9,2,4,7,0,4,8,0,1,0,0,0,0,1
337573,2,3,9,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.8,0.2,0.88705975,11,0,1,0,0,9,1,0,2,1,104,2,0.4,1.054525862,0.316227766,3.741657387,0.2,0.3,0.7,3,1,8,5,10,2,15,2,2,3,3,0,1,0,0,0,0,1
337817,0,1,5,0,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,1.1,0.637377439,11,1,1,1,0,3,1,0,0,1,45,3,0.4,0.85241514,0.309677251,3.741657387,0.1,0.5,0.5,3,4,7,3,12,2,15,6,0,1,7,1,1,0,0,0,0,1
338733,0,1,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.7,1.110742995,11,1,0,0,1,1,1,1,2,1,91,3,0.424264069,0.985053592,0.38249183,3.31662479,0,0.1,0.5,2,4,9,3,6,2,9,5,1,4,9,0,1,0,0,0,0,1
339296,0,1,7,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0,0.3,0,0.921954446,7,1,1,8,1,13,1,0,2,1,104,3,0.447213595,1.309114583,0.379473319,3.741657387,0.9,0,0.3,3,1,8,5,8,1,14,9,4,3,10,0,1,1,0,0,0,1
339399,2,1,5,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.9,1.2,1.160010776,11,1,1,0,1,14,1,1,2,1,68,3,0.4,0.859419129,0.344383507,3,0.5,0.2,0.7,2,2,7,2,10,3,8,8,2,2,10,0,0,0,0,1,1,1
