id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
185737,1,4,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.9,0.8,0.82689177,11,0,0,0,1,10,1,1,2,1,83,2,0.424264069,1.00913237,0.342052628,3.16227766,0.9,0.9,0.2,0,2,9,1,10,1,11,8,0,0,7,0,0,0,0,0,0
185814,1,5,1,9,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.4,0,0.513565965,11,1,1,0,0,0,1,0,2,1,46,3,1.264911064,0.856757413,0.300333148,3.605551276,0,0.1,0.9,3,1,9,1,8,3,15,8,1,4,8,1,1,0,0,0,1
185904,1,5,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4,0.6,1.000624805,7,1,1,0,0,9,1,0,2,1,93,3,0.4,1.010153004,0.324191302,3.741657387,0.2,0.6,0.7,3,1,8,3,10,2,7,6,2,0,8,0,1,0,0,0,0
187091,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.7,0.5,1.060660172,11,1,1,0,0,4,1,1,2,1,12,3,0.4,0.83228998,0.324807635,3.605551276,0.9,0.6,0.2,2,1,6,0,9,2,7,4,1,1,9,1,1,1,1,1,0
187454,1,3,1,4,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.9,1.8,2.850877058,11,1,0,1,1,17,1,1,1,1,104,2,0.574456265,1.179306772,0.451109743,2.449489743,0.9,0.3,0,2,1,9,6,10,3,6,5,2,0,9,0,1,1,1,0,0
188191,1,5,1,5,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.7,0.908639092,7,1,0,0,1,1,1,1,2,1,104,3,0.424264069,0.724526063,0.350713558,2.645751311,0.9,0.6,0.7,4,1,8,3,8,3,12,2,1,2,4,0,1,1,1,1,0
188623,1,0,1,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.8,2.318943725,11,0,0,1,0,0,1,1,2,1,104,3,0.447213595,1.110998732,0.389615195,3,0.7,0.4,0.4,2,2,8,3,11,2,18,8,2,2,7,0,1,1,0,1,0
188902,1,1,1,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.8,0.6,0.807387763,11,1,1,0,1,1,1,1,2,1,40,2,0.374165739,0.748648921,0.324807635,3.16227766,0.1,0.6,0.1,1,2,7,4,9,1,10,7,1,4,5,0,0,0,0,0,0
189252,1,5,1,4,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.6,0.9,1.133854047,9,0,1,9,0,16,1,1,2,1,104,3,0.489897949,1.406206726,0.441588043,3.464101615,0.7,0,0.9,3,3,8,2,11,4,6,3,1,2,7,0,1,1,0,1,0
189360,1,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9,1.4,1.616709621,11,0,0,1,1,9,1,1,2,1,61,3,0.447213595,0.954621209,0.381968585,3.16227766,0.6,0.3,0.9,3,1,7,1,10,2,9,5,2,2,7,0,1,1,1,1,0
189486,1,1,1,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.2,0.578791845,11,1,1,0,0,1,1,1,0,1,64,3,0.316227766,0.645294474,0.301662063,3.16227766,0.7,0.9,0.4,1,0,8,3,9,4,13,5,0,1,7,0,1,1,0,0,1
189624,1,1,1,9,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.9,0.4,0.752495847,7,1,1,0,0,11,1,1,2,1,101,3,0.374165739,0.868717113,0.321403174,3.605551276,0.2,0.6,0.7,5,1,7,1,9,3,7,6,0,5,11,0,1,1,1,1,1
189635,1,0,1,6,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0.4,0,0.759522877,5,1,0,2,0,0,0,1,1,1,100,0,0.399749922,0.803041738,0.324037035,3.31662479,0.5,0.8,0.1,3,1,8,1,7,2,7,4,0,1,4,0,1,0,1,0,0
189789,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.6,0,0.919918475,11,1,0,0,0,4,1,1,2,1,12,3,0.4,0.752763504,0.324807635,3.31662479,0.8,0,0.2,1,3,7,1,6,3,5,4,3,3,12,0,1,1,0,0,0
190134,1,5,2,1,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0.7,1.312916601,8,1,0,0,1,6,1,1,2,1,26,3,0.374165739,0.652981085,0.320468407,3.16227766,0.4,0.5,0.4,3,0,4,1,12,0,7,8,1,0,9,0,0,1,0,0,0
190155,1,5,1,3,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.7,1,1.307191646,11,1,1,0,1,0,1,1,2,1,95,2,0.4,0.783349452,0.334813381,3.16227766,0.9,0.7,0.6,2,2,7,2,10,2,11,9,2,6,7,0,1,1,1,1,0
190187,1,4,1,5,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.4,0.948353837,7,1,0,2,0,1,0,1,2,1,104,0,0.360555128,0.686694682,0.316227766,3.16227766,0.5,0,0.3,2,3,8,2,9,3,9,4,2,2,11,0,1,0,0,1,0
190282,1,1,3,9,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,0.3,0.75,7,1,1,0,0,1,1,1,2,1,64,3,0.316227766,0.666230918,0.31144823,3,0.5,0,0.2,4,2,9,3,11,1,11,9,2,3,7,0,1,1,0,0,0
190493,1,3,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9,1.3,1.26589889,11,1,1,2,0,0,0,0,2,1,104,2,0.374165739,0.973141373,0.360138862,3.605551276,0.5,0.4,0.5,3,1,8,1,8,1,5,3,1,0,6,0,1,1,0,1,0
190573,1,4,1,4,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.9,0.6,0.735272059,11,1,1,0,1,1,1,1,2,1,85,3,0.374165739,0.692850144,0.343511281,2.645751311,0.3,0.3,0.6,3,2,6,1,9,1,8,4,3,2,10,0,1,0,1,0,1
190707,1,0,1,4,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0.8,0.6,1.340475662,11,1,1,8,0,4,1,1,2,1,6,3,0.4,0.966676166,0.346698717,3.464101615,0.4,0.8,0.1,1,1,6,4,9,2,8,7,1,2,8,0,0,1,0,0,1
191033,1,0,1,4,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0.9,0.4,0.852569645,9,0,1,0,0,10,0,0,1,1,55,2,0.447213595,1.212154356,0.359722115,3.741657387,0.5,0.3,0.1,3,4,7,1,10,1,6,4,2,0,6,0,1,1,0,0,1
191629,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.8,0.3,0.766893083,9,1,0,0,1,1,1,1,2,1,65,3,0.316227766,0.644814023,0.288097206,3.464101615,0.9,0,0.4,4,2,6,3,10,1,8,6,1,1,11,0,1,0,0,0,0
191924,1,0,1,8,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.6,1.325943061,7,1,0,0,1,1,1,1,3,1,10,2,0.316227766,0.55701759,0.318590646,2.236067978,0.6,0.2,0.6,1,2,7,2,10,3,12,2,1,3,6,0,0,0,1,0,0
192349,1,5,1,10,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.6,0.5,0.866386173,9,1,1,2,1,11,0,1,2,1,14,0,0.374165739,0.676906551,0.334065862,2.828427125,0.5,0.2,0.4,2,3,6,1,10,3,10,4,0,5,5,0,1,0,0,1,1
192451,1,6,1,5,1,4,0,0,0,1,0,0,0,0,0,9,0,1,0,0.9,1.1,1.211662082,11,0,1,0,0,11,1,1,2,1,104,2,0.4,1.036933157,0.342198773,3.464101615,0.2,0,0.8,2,1,7,5,7,2,8,5,2,2,7,0,1,1,0,0,0
192966,1,7,3,6,1,6,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,1.7,1.310772673,11,0,0,8,1,9,1,1,3,1,13,3,0.447213595,0.890224691,0.399124041,2.449489743,0.8,0.2,0.8,2,3,4,3,10,3,9,7,1,5,9,1,0,1,0,1,0
192968,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.1,0.1,0.522613624,7,1,0,0,1,1,1,1,0,1,70,3,0.424264069,0.738101205,0.339116499,2.828427125,0.2,0,0.3,2,0,8,2,6,0,7,12,1,1,5,0,0,1,0,1,0
193251,1,5,1,7,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,1.8,2.054263858,11,0,1,0,1,1,1,1,2,1,85,3,0.4,0.838230747,0.355668385,3.464101615,0.2,0.3,0,3,2,7,2,11,2,8,5,0,3,4,0,0,0,0,0,0
193593,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0.9,1.263922466,11,0,1,0,0,6,1,0,2,1,104,3,0.447213595,1.153274175,0.364005495,3.741657387,0.4,0.8,0.2,2,1,8,5,12,3,11,8,1,3,9,0,1,1,1,0,0
193726,1,0,2,9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1.8,1.522949441,11,0,0,0,0,0,1,1,2,1,34,2,0.4,0.854177871,0.314483704,3.464101615,0.4,0.2,0.9,2,1,9,1,10,4,10,2,1,0,3,0,1,1,0,1,0
193810,1,2,1,6,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.8,0.2,0.687840825,11,1,0,0,1,1,1,1,2,1,31,3,0.374165739,0.648153767,0.314006369,2.449489743,0.2,0.8,0,4,3,8,2,7,2,13,10,1,0,8,0,1,1,1,1,0
194562,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0.9,0.4,1.322166782,11,1,0,0,1,14,1,1,2,1,42,2,0.4,0.686408788,0.33763886,2.828427125,0.8,0.7,0.6,3,3,9,6,9,3,6,4,0,2,8,0,0,1,0,0,0
195142,1,3,1,6,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.9,0.4,1.003742995,7,1,1,0,1,1,1,1,1,1,64,3,0.316069613,0.550713287,0.304138127,2.236067978,0.6,0.1,0.9,2,2,8,6,9,2,12,7,4,6,8,0,1,0,0,0,0
195451,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4,0.6,1.10792599,11,0,1,9,0,2,1,1,2,1,104,3,0.447213595,1.466231466,0.466904701,3.605551276,0.9,0.5,0.8,1,3,9,3,8,2,8,5,0,6,6,0,0,0,1,0,0
196077,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0.578251675,7,1,1,0,0,11,1,0,2,1,76,3,0.316227766,0.866696135,0.318119474,3.741657387,0.4,0.7,0.8,1,2,9,3,11,2,6,6,3,3,3,0,1,1,0,1,1
196448,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.657171971,7,1,1,0,1,9,1,0,2,1,21,3,0.316227766,0.844831149,0.313049517,3.605551276,0.1,0.4,0.4,2,2,6,4,10,3,6,6,0,4,1,0,0,0,0,1,0
197227,1,3,1,3,1,2,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.2,0.531507291,7,1,1,0,1,1,1,1,2,1,65,1,0.316227766,0.5568692,0.288097206,2.828427125,0.9,0.1,0.9,2,2,8,3,8,1,11,8,3,2,5,0,1,0,1,0,0
197401,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.6,0.2,0.517204022,7,1,0,0,0,0,1,1,2,1,37,2,0.316227766,0.736335578,0.31144823,3.31662479,0.3,0.1,0.7,2,1,9,6,8,2,8,8,5,4,18,1,0,1,0,0,0
197512,1,5,1,8,1,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0.3,0,1.18163023,11,1,1,0,1,1,1,1,2,1,52,3,0.374165739,0.725993193,0.297321375,3.464101615,0.7,0.4,0.3,4,3,8,5,10,2,9,9,0,3,10,1,1,1,1,0,0
197903,1,5,1,8,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.5,0.3,0.731864058,5,1,1,0,0,1,0,1,2,1,64,3,0.316227766,0.737994826,0.301662063,3.605551276,0.5,0.4,0.8,3,3,5,1,7,4,8,7,0,6,9,0,1,0,0,0,0
198040,1,5,1,11,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,1.2,1.605264776,11,0,1,0,1,10,1,1,3,1,28,3,0.374165739,0.676494367,0.328633535,2.236067978,0.8,0.6,0.2,4,4,10,4,9,4,12,5,2,4,6,0,1,0,1,0,0
198376,1,5,1,6,1,0,0,0,1,0,0,0,0,0,0,13,0,1,0,0.7,1.7,1.51945714,11,0,0,0,1,15,1,1,2,1,5,2,0.424264069,0.704692067,0.325576412,1.732050808,0.9,0.8,0.7,2,1,9,3,10,0,10,1,0,4,8,0,1,0,0,1,0
198416,1,4,4,6,1,4,0,0,1,0,0,0,0,0,0,2,0,1,0,0.7,0.6,0.912071817,11,0,0,0,1,10,1,1,3,1,83,2,0.399374511,0.548570645,0.34278273,0,0.4,0.9,0.7,4,2,7,5,12,2,6,6,1,0,7,0,1,1,0,0,0
198830,1,0,1,7,1,4,0,0,1,0,0,0,0,0,0,10,0,0,0,0.5,0.1,0.43445368,7,1,1,0,0,0,1,1,0,1,37,2,0.316227766,0.719575747,0.31144823,3.31662479,0.7,0.5,0,2,3,9,5,10,3,8,8,0,2,8,0,1,0,0,0,0
198928,1,5,1,11,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0.4,0,0.580409338,7,1,1,0,1,11,1,1,2,1,11,2,0.316227766,0.761561168,0.303315018,3.741657387,0.4,0.6,0.7,2,2,7,4,8,2,14,6,2,2,7,0,1,1,0,0,0
198952,1,1,2,6,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.7,0.3,0.733143915,9,1,0,0,0,11,1,1,2,1,103,1,0.316069613,0.52037018,0.288790582,1.732050808,0.3,0.2,0.2,2,3,8,0,10,4,9,3,1,0,6,0,0,0,0,0,0
199008,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0.3,0.58896095,7,1,0,0,0,1,1,1,2,0,85,3,0.374165739,0.915646816,0.345976878,3.464101615,0.8,0.5,0.7,4,3,9,3,10,0,9,2,3,3,6,1,1,0,0,0,0
199026,1,3,1,4,1,2,0,1,0,0,0,0,0,0,0,5,1,0,0,0.7,0.9,1.116355678,7,1,1,0,0,1,1,1,2,1,51,2,0.374165739,0.81837119,0.330756708,3.605551276,0.6,0.6,0.7,1,2,8,5,7,3,4,4,2,1,7,0,1,0,0,0,0
200206,1,5,1,5,1,4,0,0,1,0,0,0,0,0,0,7,1,0,0,0.8,1.2,1.068000468,11,0,1,0,1,10,0,1,3,1,28,3,0.374165739,0.774690021,0.328633535,2.828427125,0.3,0.1,0.1,4,3,7,3,10,2,6,8,2,5,7,0,1,0,1,1,0
200379,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.6,0.1,0.767707627,8,0,1,0,0,11,1,0,0,1,47,2,0.374165739,0.999539253,0.328481354,3.741657387,0,0.8,0.1,2,2,8,6,11,2,8,9,1,5,7,0,1,1,0,0,0
200664,1,3,1,6,0,5,0,1,0,0,0,0,0,0,0,11,1,0,0,0.7,0.6,1.06653645,11,1,1,0,1,11,1,0,2,1,11,2,0.316227766,0.756487097,0.303315018,3.605551276,0.2,0.3,0,2,2,7,2,10,3,5,7,2,5,11,1,1,1,0,1,0
200837,1,5,1,5,1,6,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,0.4,0.721543485,5,1,1,0,0,11,1,0,2,1,47,2,0.374165739,0.942565516,0.328481354,3.741657387,0.9,0,0.6,1,2,9,3,9,4,6,9,0,1,9,0,1,1,1,1,0
200857,1,3,1,6,1,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0,1.1,0.539675829,7,1,0,0,1,6,1,1,2,1,26,3,0.374165739,0.627519714,0.320468407,2.828427125,0.4,0.6,0.4,3,1,9,3,9,3,4,11,2,3,11,0,1,0,1,1,0
201192,1,5,1,7,1,2,0,0,1,0,0,0,0,0,0,12,1,0,0,0.9,1,1.116355678,0,1,0,0,1,0,1,1,2,1,87,3,0.316227766,0.67969366,0.294448637,3.16227766,0.7,0.6,0.2,1,1,8,1,10,1,14,3,3,5,3,0,1,0,0,0,0
201374,1,4,1,6,1,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,0,1.080219885,11,1,0,1,0,6,1,0,2,1,104,3,0.4,1.401784577,0.381968585,3.741657387,0.3,0.7,0.7,2,2,5,0,9,1,12,7,1,3,7,0,0,1,0,0,0
201851,1,0,2,2,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.6,0.1,0.561805126,7,1,1,0,0,1,1,0,1,1,70,3,0.374165739,0.914868008,0.33015148,3.741657387,0,0.9,0.8,1,0,8,1,10,1,14,4,2,3,7,0,1,1,1,0,0
202742,1,4,2,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.6,0.3,0.816624149,11,1,1,1,0,3,1,1,2,1,102,2,0.4,0.852354542,0.326802693,3.605551276,0.4,0.6,0.9,3,3,7,3,7,3,8,5,3,3,7,0,1,1,0,0,0
202905,1,0,1,5,1,4,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.7,0.920937023,9,1,1,0,0,11,1,0,2,1,36,3,0.374165739,0.980329258,0.326649659,3.605551276,0.8,0.2,0.8,2,0,9,0,10,3,6,7,2,3,9,0,0,0,1,0,0
203405,1,5,1,8,1,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0.9,1.6,1.225510098,11,0,1,0,1,3,1,0,2,1,104,3,0.424264069,1.135534698,0.359583092,3.605551276,0.2,0.7,0,2,1,10,4,7,0,5,3,1,0,6,0,0,1,0,0,0
204429,1,0,2,5,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,0.3,0.595294045,11,1,1,0,0,14,1,0,2,1,72,3,0.4,1.154554402,0.350428309,3.741657387,0,0,0,1,1,6,2,10,0,6,3,3,4,11,0,0,1,1,0,1
204642,1,1,1,8,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.3,0,1.113833471,11,1,1,0,1,1,1,1,2,1,64,3,0.316227766,0.68631246,0.301662063,3.31662479,0.3,0.5,0.7,2,1,7,3,10,5,8,8,0,1,8,0,0,0,0,0,0
204785,1,6,1,3,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0.6,0.2,0.6244998,8,0,1,0,0,11,0,0,2,1,3,2,0.424264069,1.224940967,0.378945906,3.605551276,0.9,0.1,0.8,4,1,6,2,10,0,4,8,2,5,5,1,1,0,0,0,0
205071,1,3,3,7,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.9,0.4,1.116635572,9,1,0,0,0,11,0,1,2,1,103,3,0.316227766,0.68588183,0.288790582,3.464101615,0.3,0.9,0.2,2,1,8,4,10,3,6,2,0,3,10,0,0,1,0,1,0
205126,1,1,1,10,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.9,0.6,0.916515139,11,1,0,1,0,12,1,1,2,1,104,2,0.374165739,0.812034991,0.331662479,3.605551276,0.9,0.2,0.5,3,3,9,4,8,2,4,5,3,5,4,1,1,1,0,1,0
205178,1,2,4,9,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.8,0.2,0.555090083,7,1,0,0,0,0,1,1,2,1,62,3,0.4,0.747447447,0.32,2.645751311,0.1,0.5,0.3,4,0,7,4,6,2,11,3,0,1,16,1,0,0,0,0,0
205545,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,1.6,1.749642821,11,0,0,8,1,9,1,1,1,1,13,3,0.519615242,0.942664152,0.399124041,2.645751311,0.6,0.2,0.8,0,3,9,1,11,2,11,4,2,7,6,0,1,1,0,0,0
205742,1,0,1,5,0,6,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.2,0.503115295,11,1,1,0,0,1,1,0,2,1,51,2,0.374165739,0.872135216,0.330756708,3.605551276,0.8,0.3,0.7,4,1,7,4,9,4,6,5,0,4,10,0,0,1,1,1,0
206137,1,7,1,6,0,5,1,0,0,0,0,0,0,0,0,7,0,1,0,0.7,0.9,1.47457621,11,0,0,9,1,9,1,1,2,1,104,3,0.6164414,1.218122455,0.417133072,3,0.3,0.4,0.6,2,2,8,2,8,3,12,4,1,0,14,0,0,0,0,0,0
206292,1,6,1,6,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.9,0.8,1.120546742,11,0,1,9,0,9,1,0,2,1,104,3,0.447213595,1.510172189,0.387298335,3.605551276,0.9,0.3,0.6,3,3,8,2,7,1,7,5,3,4,11,0,1,1,0,0,0
206297,1,0,1,8,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0.9,0.6,1.2,11,0,0,0,1,10,1,1,1,1,83,2,0.424264069,1.03696155,0.342052628,3.16227766,0.2,0.8,0,4,3,7,3,8,3,11,1,0,1,8,0,0,0,0,1,0
206855,1,0,1,6,1,4,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.1,0.872854513,1,1,0,0,0,9,1,1,2,1,104,2,0.4,0.916650388,0.317332633,3.741657387,0.1,0.5,0.1,3,1,8,2,12,4,14,5,0,6,4,0,1,0,0,1,0
206987,1,5,1,11,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0.9,0.9,1.16216393,7,0,1,0,0,15,1,1,2,1,5,2,0.424264069,1.102410957,0.325576412,3.464101615,0.7,0.2,0.2,3,1,7,3,8,3,6,7,0,1,6,0,1,0,0,0,0
207002,1,4,1,4,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,1.2,1.556839748,11,0,1,1,1,9,1,0,0,1,104,2,0.447213595,1.359843209,0.35,3.605551276,0.2,0.8,0.2,4,2,7,6,6,1,9,2,1,4,11,0,1,1,0,1,0
207131,1,2,1,9,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,1.3,2.947456531,11,0,1,0,1,10,1,0,2,1,28,3,0.387298335,1.149406063,0.328633535,3.741657387,0,0.7,0.3,3,5,8,2,11,2,10,7,1,3,13,0,1,1,0,0,0
208029,1,0,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0,0.58255901,5,1,0,0,0,0,1,1,2,1,87,3,0.316227766,0.717606214,0.294448637,3.31662479,0.5,0.2,0.7,2,2,9,3,10,0,8,7,2,3,9,0,1,1,1,1,1
208189,1,3,1,8,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.8,1.4,1.804335058,11,1,1,0,0,11,1,1,2,1,67,2,0.374165739,0.738087208,0.300832179,3.464101615,0.3,0.8,0.7,2,1,10,3,10,2,11,8,1,1,4,0,0,0,0,1,0
208701,1,5,1,11,0,0,0,0,0,1,0,0,0,0,0,11,0,0,1,0.6,0.6,1.159202312,11,1,1,0,0,4,1,1,2,1,84,3,0.316227766,0.714461017,0.320156212,3.31662479,0.2,0.9,0.5,1,1,6,4,11,2,7,4,3,2,3,1,1,0,0,1,0
209100,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.7,1.457094712,11,0,1,1,0,14,1,1,2,1,104,2,0.5,1.141741819,0.390256326,3.31662479,0.7,0.4,0,2,2,7,2,10,1,11,7,0,1,11,0,1,1,0,0,0
209344,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.4,0.705779711,11,1,1,0,0,9,0,0,2,1,93,3,0.4,0.926239398,0.324191302,3.605551276,0.1,0,0.9,2,1,8,2,8,3,9,5,2,2,7,1,0,0,1,0,1
209779,1,5,2,4,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,1.6,1.846956957,11,0,1,0,0,10,1,0,2,1,28,3,0.374165739,1.112640742,0.32984845,3.741657387,0,0.5,0,4,2,7,2,11,2,4,4,1,4,4,0,0,1,0,1,0
209839,1,2,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.7,0,0.581485168,4,1,1,0,0,1,0,1,2,1,10,2,0.316227766,0.720923994,0.324807635,3.31662479,0.4,0.8,0.3,1,1,10,3,8,3,10,4,0,2,4,0,0,0,0,1,0
210055,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.3,0.637377439,11,1,1,0,1,0,1,1,2,1,22,3,0.316227766,0.840751828,0.310322413,3.605551276,0.2,0.4,0.2,3,2,5,3,8,3,12,3,1,5,9,0,1,0,0,0,0
210308,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.4,0,1.059186008,9,0,1,0,1,11,1,1,2,1,3,2,0.424264069,1.098684412,0.378945906,3.464101615,0.3,0.3,0.3,3,1,9,2,7,3,12,6,4,3,5,0,0,0,0,1,0
210545,1,5,1,10,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1.045526183,7,1,1,0,1,9,1,0,2,1,104,2,0.4,0.965585507,0.317332633,3.741657387,0.1,0.9,0.8,2,4,8,3,9,3,6,3,2,2,8,0,0,1,0,0,0
210789,1,0,2,3,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.5,0.9,1.438532238,11,1,1,0,1,14,1,0,2,1,72,3,0.4,1.140637418,0.350428309,3.741657387,0.4,0.9,0.3,3,1,7,4,8,0,6,4,1,0,5,0,0,1,1,0,0
210793,1,2,1,8,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,1.8,1.836266593,11,1,1,2,0,0,0,1,2,1,100,0,0.399749922,0.827534923,0.326649659,3.31662479,0.4,0.9,0.9,3,1,8,4,10,0,6,6,3,1,6,0,0,1,0,0,0
210970,1,3,1,3,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,0.2,0.863495802,9,1,1,0,0,1,1,1,2,1,40,2,0.374165739,0.78423253,0.324807635,3.464101615,0.1,0,0,3,2,7,1,11,3,14,3,3,6,5,0,1,0,1,0,0
211362,1,5,1,3,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.9,0.7,0.770957197,11,1,0,0,0,7,1,1,2,1,96,3,0.4,0.902327111,0.361662826,3.464101615,0.4,0,0.9,2,1,6,2,7,3,7,3,2,6,9,0,1,0,0,0,0
211518,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0.491807889,4,0,0,0,0,9,1,1,2,1,93,3,0.4,1.05252255,0.321091887,3.741657387,0.7,0.7,0.1,3,1,7,4,7,2,8,4,1,4,11,0,1,0,0,0,0
211870,1,5,2,2,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.3,0,0.660965203,8,1,1,1,1,17,1,1,2,1,104,3,0.360555128,0.710769429,0.3082207,3.31662479,0.4,0.5,0.8,1,2,9,3,7,1,3,6,3,1,5,0,1,0,0,0,0
